英文檔案名	中文檔案名	適用年分開始	適用年份結束	英文欄位	中文欄位	資料型態	長度	起始位置	迄末位置	資料描述
CT	門診費用申請總表主檔	101		DENT_GEN_AMT	牙醫一般案件申報點數	N	10	181	190	
CT	門診費用申請總表主檔	101		DENT_PRO_QTY	牙醫專案案件件數	N	10	191	200	
CT	門診費用申請總表主檔	101		DENT_PRO_AMT	牙醫專案案件申報點數	N	10	201	210	
CT	門診費用申請總表主檔	101		DENT_QTY	牙醫件數小計	N	10	211	220	
CT	門診費用申請總表主檔	101		DENT_AMT	牙醫申報點數小計	N	10	221	230	
CT	門診費用申請總表主檔	101		HERB_GEN_QTY	中醫一般案件件數	N	10	231	240	
CT	門診費用申請總表主檔	101		HERB_GEN_AMT	中醫一般案件申報點數	N	10	241	250	
CT	門診費用申請總表主檔	101		HERB_PRO_QTY	中醫專案案件件數	N	10	251	260	
CT	門診費用申請總表主檔	101		HERB_PRO_AMT	中醫專案案件申報點數	N	10	261	270	
CT	門診費用申請總表主檔	101		HERB_QTY	中醫件數小計	N	10	271	280	
CT	門診費用申請總表主檔	101		HERB_AMT	中醫申報點數小計	N	10	281	290	
CT	門診費用申請總表主檔	101		PREV_QTY	預防保健件數	N	10	291	300	
CT	門診費用申請總表主檔	101		PREV_AMT	預防保健申報點數	N	10	301	310	
CT	門診費用申請總表主檔	101		PREP_QTY1	慢性病處方調劑件數	N	10	311	320	
CT	門診費用申請總表主檔	101		PREP_AMT1	慢性病處方調劑申報點數	N	10	321	330	
CT	門診費用申請總表主檔	101		PREP_QTY2	居家照護件數	N	10	331	340	
CT	門診費用申請總表主檔	101		PREP_AMT2	居家照護申報點數	N	10	341	350	
CT	門診費用申請總表主檔	101		T_APPL_QTY	件數總計	N	10	351	360	
CT	門診費用申請總表主檔	101		T_APPL_AMT	申報點數總計	N	10	361	370	
CT	門診費用申請總表主檔	101		PART_QTY	部分負擔件數總計	N	10	371	380	
CT	門診費用申請總表主檔	101		PART_AMT	部分負擔件數總計	N	10	381	390	
DD	住院醫療費用清單明細檔	85	92	FEE_YM	費用年月	C	6	1	6	YYYYMM
DD	住院醫療費用清單明細檔	85	92	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DD	住院醫療費用清單明細檔	85	92	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DD	住院醫療費用清單明細檔	85	92	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
DD	住院醫療費用清單明細檔	85	92	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
DD	住院醫療費用清單明細檔	85	92	SEQ_NO	流水號	N	6	51	56	醫院所編之申報流水序號，右靠不足補0，請依案件分類之類別分別連續編號，並依科別集中整理。
DD	住院醫療費用清單明細檔	85	92	ID	身分證統一編號	C	32	57	88	已轉碼。國民身分證之統一編號，或外籍居留證號碼(左靠不足補空白)
DD	住院醫療費用清單明細檔	85	92	ID_BIRTHDAY	出生年月	C	8	89	96	YYYYMM，左靠不足補空白
DD	住院醫療費用清單明細檔	85	92	GAVE_KIND	給付類別	C	1	97	97	請參考代碼說明B-64之「給付類別」
DD	住院醫療費用清單明細檔	85	92	TRAC_EVEN	汽車交通事故	C	1	98	98	Y：汽車交通事故N：非汽車交通事故或原因不明
DD	住院醫療費用清單明細檔	85	92	CARD_SEQ_NO	就醫序號	C	2	99	100	健保卡就醫卡別及序號(如：A1)，同一序號如有重複申報，僅支付實際於就醫紀錄欄加蓋戳章之醫療院所。就醫序號：AA-ZZ：IC卡就醫序號。請參考代碼說明之「健保卡就醫序號」
DD	住院醫療費用清單明細檔	85	92	FUNC_TYPE	就醫科別	C	2	102	103	請參考代碼說明B-49之「就醫科別及細分科」
DD	住院醫療費用清單明細檔	85	92	IN_DATE	入院年月日	C	8	104	111	YYYYMMDD
DD	住院醫療費用清單明細檔	85	92	OUT_DATE	出院年月日	C	8	112	119	YYYYMMDD
DD	住院醫療費用清單明細檔	85	92	APPL_BEG_DATE	申報期間-起	C	8	120	127	YYYYMMDD
DD	住院醫療費用清單明細檔	85	92	APPL_END_DATE	申報期間-迄	C	8	128	135	YYYYMMDD
DD	住院醫療費用清單明細檔	85	92	E_BED_DAY	急性病床天數	N	3	136	138	病人住急性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	85	92	S_BED_DAY	慢性病床天數	N	3	139	141	病人住慢性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	85	92	PRSN_ID	主治醫師代碼	C	32	142	173	被保險人入院後病房主治醫師之身分證號或外籍居留證號，如住院中有前後兩位主治醫師時，以出院時之主治醫師填寫。
DD	住院醫療費用清單明細檔	85	92	DRG_CODE	DRG參考碼	C	5	174	178	詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)若案件分類為「2」或「A2」者，本欄不得空白。
DD	住院醫療費用清單明細檔	85	92	EXT_CODE_1	外因分類一	C	5	179	183	汽機車交通事故為「Y」時，本欄不得空白ID-9-CM之E碼
DD	住院醫療費用清單明細檔	85	92	EXT_CODE_2	外因分類二	C	5	184	188	ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	85	92	TRAN_CODE	轉歸代碼	C	1	189	189	1：治療出院2：繼續住院3：改門診治療4：死亡5：自動出院6：轉院7：身份變更8：潛逃9：自殺0：其他A：病危自動出院
DD	住院醫療費用清單明細檔	85	92	ICD9CM_CODE	主診斷代碼	C	5	190	194	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	85	92	ICD9CM_CODE_1	次診斷代碼一	C	5	195	199	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	85	92	ICD9CM_CODE_2	次診斷代碼二	C	5	200	204	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	85	92	ICD9CM_CODE_3	次診斷代碼三	C	5	205	209	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	85	92	ICD9CM_CODE_4	次診斷代碼四	C	5	210	214	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	85	92	ICD_OP_CODE	主手術(處置)	C	4	215	218	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	85	92	ICD_OP_CODE_1	主手術(處置)一	C	4	219	222	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	85	92	ICD_OP_CODE_2	主手術(處置)二	C	4	223	226	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	85	92	ICD_OP_CODE_3	主手術(處置)三	C	4	227	230	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	85	92	ICD_OP_CODE_4	主手術(處置)四	C	4	231	234	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	85	92	DIAG_AMT	診察費	N	7	235	241	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	ROOM_AMT	病房費	N	7	242	248	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	MEAL_AMT	管灌膳食費	N	7	249	255	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	AMIN_AMT	檢查費	N	7	256	262	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	RADO_AMT	放射線診療費	N	7	263	269	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	THRP_AMT	治療處置費	N	7	270	276	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	SGRY_AMT	手術費	N	7	277	283	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	PHSC_AMT	復健治療費	N	7	284	290	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	BLOD_AMT	血液血漿費	N	7	291	297	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	HD_AMT	血液透析費	N	7	298	304	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	ANE_AMT	麻醉費	N	7	305	311	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	METR_AMT	特殊材料費	N	7	312	318	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	DRUG_AMT	葯費	N	7	319	325	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	DSVC_AMT	葯事服務費	N	7	326	332	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	NRTP_AMT	精神科治療費	N	7	333	339	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	INJT_AMT	注射技術費	N	7	340	346	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	BABY_AMT	嬰兒費	N	7	347	353	右靠不足補0
DD	住院醫療費用清單明細檔	85	92	CHARG_AMT	代辦費	N	7	354	360	
DD	住院醫療費用清單明細檔	85	92	MED_AMT	醫療費用	N	8	361	368	
DD	住院醫療費用清單明細檔	85	92	PART_AMT	部份負擔點數	N	7	369	375	醫事服務機構收取之部分負擔點數，右靠不足補0
DD	住院醫療費用清單明細檔	85	92	APPL_AMT	申請費用點數	N	8	376	383	醫事服務機構申報之點數(不含部分負擔點數)本欄為序號52–53+51之值
DD	住院醫療費用清單明細檔	85	92	EB_APPL30_AMT	醫療費用點數(急性病床1至30天)	N	8	384	391	醫療費用點數(急性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	EB_PART30_AMT	部份負擔點數(急性病床1至30天)	N	7	392	398	醫事服務機構收取之部分負擔點數(急性病床1-30天)
DD	住院醫療費用清單明細檔	85	92	EB_APPL60_AMT	醫療費用點數(急性病床31至60天)	N	8	399	406	醫療費用點數(急性病床31-60天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	EB_PART60_AMT	部份負擔點數(急性病床31至60天)	N	7	407	413	醫事服務機構收取之部分負擔點數(急性病床31-60天)
DD	住院醫療費用清單明細檔	85	92	EB_APPL61_AMT	醫療費用點數(急性病床61天以上)	N	8	414	421	醫療費用點數(急性病床61天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	EB_PART61_AMT	部份負擔點數(急性病床61天以上)	N	7	422	428	醫事服務機構收取之部分負擔點數(急性病床61天以上)
DD	住院醫療費用清單明細檔	85	92	SB_APPL30_AMT	醫療費用點數(慢性病床1至30天)	N	8	429	436	醫療費用點數(慢性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	SB_PART30_AMT	部份負擔點數(慢性病床1至30天)	N	7	437	443	醫事服務機構收取之部分負擔點數(慢性病床1-30天)
DD	住院醫療費用清單明細檔	85	92	SB_APPL90_AMT	醫療費用點數(慢性病床31至90天)	N	8	444	451	醫療費用點數(慢性病床31-90天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	SB_PART90_AMT	部份負擔點數(慢性病床31至90天)	N	7	452	458	醫事服務機構收取之部分負擔點數(慢性病床31-90天)
DD	住院醫療費用清單明細檔	85	92	SB_APPL180_AMT	醫療費用點數(慢性病床91至180天)	N	8	459	466	醫療費用點數(慢性病床91-180天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	SB_PART180_AMT	部份負擔點數(慢性病床91至180天)	N	7	467	473	醫事服務機構收取之部分負擔點數(慢性病床91-180天)
DD	住院醫療費用清單明細檔	85	92	SB_APPL181_AMT	醫療費用點數(慢性病床181天以上)	N	8	474	481	醫療費用點數(慢性病床181天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	85	92	SB_PART181_AMT	部份負擔點數(慢性病床181天以上)	N	7	482	488	醫事服務機構收取之部分負擔點數(慢性病床181天以上)
DD	住院醫療費用清單明細檔	85	92	PART_MARK	部份負擔註記	C	3	489	491	000：應部分付擔001-006：免部分付擔009：百歲人瑞領健保金卡，免部分負擔;請參考代碼說明B-39之「部分負擔代號及相關規定」
DD	住院醫療費用清單明細檔	85	92	ID_SEX	性別	C	1	492	492	M：男F：女U：不詳
DD	住院醫療費用清單明細檔	93	95	FEE_YM	費用年月	C	6	1	6	YYYYMM
DD	住院醫療費用清單明細檔	93	95	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DD	住院醫療費用清單明細檔	93	95	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DD	住院醫療費用清單明細檔	93	95	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
DD	住院醫療費用清單明細檔	93	95	CASE_TYPE	案件分類	C	1	50	50	請參考代碼說明B-26之「案件分類」
DD	住院醫療費用清單明細檔	93	95	SEQ_NO	流水號	N	6	51	56	醫院所編之申報流水序號，右靠不足補0，請依案件分類之類別分別連續編號，並依科別集中整理。
DD	住院醫療費用清單明細檔	93	95	ID	身分證統一編號	C	32	57	88	已轉碼。國民身分證之統一編號，或外籍居留證號碼(左靠不足補空白)
DD	住院醫療費用清單明細檔	93	95	ID_BIRTHDAY	出生年月	C	8	89	96	YYYYMM，左靠不足補空白
DD	住院醫療費用清單明細檔	93	95	GAVE_KIND	給付類別	C	1	97	97	請參考代碼說明B-64之「給付類別」
DD	住院醫療費用清單明細檔	93	95	TRAC_EVEN	汽車交通事故	C	1	98	98	Y：汽車交通事故N：非汽車交通事故或原因不明
DD	住院醫療費用清單明細檔	93	95	CARD_SEQ_NO	就醫序號	C	4	99	102	請填寫健保IC卡規定之就醫序號，四碼流水號，如：0001。其他請參考代碼說明B-35之「健保卡就醫序號」
DD	住院醫療費用清單明細檔	93	95	FUNC_TYPE	就醫科別	C	2	103	104	請參考代碼說明B-49之「就醫科別及細分科」住院有二次以上轉就醫科時，以出院時科別填寫。
DD	住院醫療費用清單明細檔	93	95	IN_DATE	入院年月日	C	8	105	112	YYYYMMDD
DD	住院醫療費用清單明細檔	93	95	OUT_DATE	出院年月日	C	8	113	120	YYYYMMDD
DD	住院醫療費用清單明細檔	93	95	APPL_BEG_DATE	申報期間-起	C	8	121	128	YYYYMMDD
DD	住院醫療費用清單明細檔	93	95	APPL_END_DATE	申報期間-迄	C	8	129	136	YYYYMMDD
DD	住院醫療費用清單明細檔	93	95	E_BED_DAY	急性病床天數	N	3	137	139	病人住急性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	93	95	S_BED_DAY	慢性病床天數	N	3	140	142	病人住慢性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	93	95	PRSN_ID	主治醫師代碼	C	32	143	174	被保險人入院後病房主治醫師之身分證號或外籍居留證號，如住院中有前後兩位主治醫師時，以出院時之主治醫師填寫。
DD	住院醫療費用清單明細檔	93	95	DRG_CODE	DRG參考碼	C	5	175	179	詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)若案件分類為「2」或「A2」者，本欄不得空白。
DD	住院醫療費用清單明細檔	93	95	EXT_CODE_1	外因分類一	C	5	180	184	汽機車交通事故為「Y」時，本欄不得空白ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	93	95	EXT_CODE_2	外因分類二	C	5	185	189	ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	93	95	TRAN_CODE	轉歸代碼	C	1	190	190	1：治療出院2：繼續住院3：改門診治療4：死亡5：自動出院6：轉院7：身份變更8：潛逃9：自殺0：其他A：病危自動出院
DD	住院醫療費用清單明細檔	93	95	ICD9CM_CODE	主診斷代碼	C	5	191	195	ICD-9-CM之代碼以1992年版為準(94年12月止)，自95年1月起(費用年月)以2001年版為準。
DD	住院醫療費用清單明細檔	93	95	ICD9CM_CODE_1	次診斷代碼一	C	5	196	200	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	93	95	ICD9CM_CODE_2	次診斷代碼二	C	5	201	205	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	93	95	ICD9CM_CODE_3	次診斷代碼三	C	5	206	210	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	93	95	ICD9CM_CODE_4	次診斷代碼四	C	5	211	215	ICD-9-CM之代碼
DD	住院醫療費用清單明細檔	93	95	ICD_OP_CODE	主手術(處置)	C	4	216	219	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	93	95	ICD_OP_CODE_1	主手術(處置)一	C	4	220	223	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	93	95	ICD_OP_CODE_2	主手術(處置)二	C	4	224	227	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	93	95	ICD_OP_CODE_3	主手術(處置)三	C	4	228	231	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	93	95	ICD_OP_CODE_4	主手術(處置)四	C	4	232	235	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	93	95	DIAG_AMT	診察費	N	7	236	242	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	ROOM_AMT	病房費	N	7	243	249	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	MEAL_AMT	管灌膳食費	N	7	250	256	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	AMIN_AMT	檢查費	N	7	257	263	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	RADO_AMT	放射線診療費	N	7	264	270	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	THRP_AMT	治療處置費	N	7	271	277	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	SGRY_AMT	手術費	N	7	278	284	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	PHSC_AMT	復健治療費	N	7	285	291	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	BLOD_AMT	血液血漿費	N	7	292	298	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	HD_AMT	血液透析費	N	7	299	305	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	ANE_AMT	麻醉費	N	7	306	312	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	METR_AMT	特殊材料費	N	7	313	319	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	DRUG_AMT	葯費	N	7	320	326	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	DSVC_AMT	葯事服務費	N	7	327	333	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	NRTP_AMT	精神科治療費	N	7	334	340	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	INJT_AMT	注射技術費	N	7	341	347	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	BABY_AMT	嬰兒費	N	7	348	354	右靠不足補0
DD	住院醫療費用清單明細檔	93	95	CHARG_AMT	代辦費	N	7	355	361	96年起已不使用
DD	住院醫療費用清單明細檔	93	95	MED_AMT	醫療費用	N	8	362	369	序號34~50之和
DD	住院醫療費用清單明細檔	93	95	PART_AMT	部份負擔點數	N	7	370	376	醫事服務機構收取之部分負擔點數，右靠不足補0
DD	住院醫療費用清單明細檔	93	95	APPL_AMT	申請費用點數	N	8	377	384	醫事服務機構申報之點數(不含部分負擔點數)本欄為序號52–53+51之值
DD	住院醫療費用清單明細檔	93	95	EB_APPL30_AMT	醫療費用點數(急性病床1至30天)	N	8	385	392	醫療費用點數(急性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	EB_PART30_AMT	部份負擔點數(急性病床1至30天)	N	7	393	399	醫事服務機構收取之部分負擔點數(急性病床1-30天)
DD	住院醫療費用清單明細檔	93	95	EB_APPL60_AMT	醫療費用點數(急性病床31至60天)	N	8	400	407	醫療費用點數(急性病床31-60天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	EB_PART60_AMT	部份負擔點數(急性病床31至60天)	N	7	408	414	醫事服務機構收取之部分負擔點數(急性病床31-60天)
DD	住院醫療費用清單明細檔	93	95	EB_APPL61_AMT	醫療費用點數(急性病床61天以上)	N	8	415	422	醫療費用點數(急性病床61天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	EB_PART61_AMT	部份負擔點數(急性病床61天以上)	N	7	423	429	醫事服務機構收取之部分負擔點數(急性病床61天以上)
DD	住院醫療費用清單明細檔	93	95	SB_APPL30_AMT	醫療費用點數(慢性病床1至30天)	N	8	430	437	醫療費用點數(慢性病床1-30天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	SB_PART30_AMT	部份負擔點數(慢性病床1至30天)	N	7	438	444	醫事服務機構收取之部分負擔點數(慢性病床1-30天)
DD	住院醫療費用清單明細檔	93	95	SB_APPL90_AMT	醫療費用點數(慢性病床31至90天)	N	8	445	452	醫療費用點數(慢性病床31-90天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	SB_PART90_AMT	部份負擔點數(慢性病床31至90天)	N	7	453	459	醫事服務機構收取之部分負擔點數(慢性病床31-90天)
DD	住院醫療費用清單明細檔	93	95	SB_APPL180_AMT	醫療費用點數(慢性病床91至180天)	N	8	460	467	醫療費用點數(慢性病床91-180天)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	SB_PART180_AMT	部份負擔點數(慢性病床91至180天)	N	7	468	474	醫事服務機構收取之部分負擔點數(慢性病床91-180天)
DD	住院醫療費用清單明細檔	93	95	SB_APPL181_AMT	醫療費用點數(慢性病床181天以上)	N	8	475	482	醫療費用點數(慢性病床181天以上)住院超出三十日以上，請將醫療費用點數依1-30天，31-60天，61天以上分別計算醫療費用點數
DD	住院醫療費用清單明細檔	93	95	SB_PART181_AMT	部份負擔點數(慢性病床181天以上)	N	7	483	489	醫事服務機構收取之部分負擔點數(慢性病床181天以上)
DD	住院醫療費用清單明細檔	93	95	PART_MARK	部份負擔註記	C	3	490	492	000：應部分付擔001-006：免部分付擔009：百歲人瑞領健保金卡，免部分負擔;請參考代碼說明B-39之「部分負擔代號及相關規定」
DD	住院醫療費用清單明細檔	93	95	ID_SEX	性別	C	1	493	493	M：男F：女U：不詳
DD	住院醫療費用清單明細檔	96	100	FEE_YM	費用年月	C	6	1	6	YYYYMM
DD	住院醫療費用清單明細檔	96	100	APPL_TYPE	申報類別	C	1	7	7	1：送核2：補報
DD	住院醫療費用清單明細檔	96	100	HOSP_ID	醫事機構代號	C	34	8	41	已轉碼，後2碼為權屬別
DD	住院醫療費用清單明細檔	96	100	APPL_DATE	申報日期	C	8	42	49	YYYYMMDD(西元年)
DD	住院醫療費用清單明細檔	96	100	CASE_TYPE	案件分類	C	2	50	51	請參考代碼說明B-26之「案件分類」
DD	住院醫療費用清單明細檔	96	100	SEQ_NO	流水號	N	6	52	57	醫院所編之申報流水序號，右靠不足補0，請依案件分類之類別分別連續編號，並依科別集中整理。
DD	住院醫療費用清單明細檔	96	100	ID	身分證統一編號	C	32	58	89	已轉碼。國民身分證之統一編號，或外籍居留證號碼(左靠不足補空白)
DD	住院醫療費用清單明細檔	96	100	ID_BIRTHDAY	出生年月	C	8	90	97	YYYYMM，左靠不足補空白
DD	住院醫療費用清單明細檔	96	100	GAVE_KIND	給付類別	C	1	98	98	請參考代碼說明B-64之「給付類別」
DD	住院醫療費用清單明細檔	96	100	TRAC_EVEN	汽車交通事故	C	1	99	99	Y：汽車交通事故N：非汽車交通事故或原因不明
DD	住院醫療費用清單明細檔	96	100	CARD_SEQ_NO	就醫序號	C	4	100	103	請填寫健保IC卡規定之就醫序號，四碼流水號，如：0001。其他請參考代碼說明B-35之「健保卡就醫序號」
DD	住院醫療費用清單明細檔	96	100	FUNC_TYPE	就醫科別	C	2	104	105	請填寫健保IC卡規定之就醫序號，四碼流水號，如：0001。其他請參考代碼說明B-35之「健保卡就醫序號」
DD	住院醫療費用清單明細檔	96	100	IN_DATE	入院年月日	C	8	106	113	YYYYMMDD
DD	住院醫療費用清單明細檔	96	100	OUT_DATE	出院年月日	C	8	114	121	YYYYMMDD
DD	住院醫療費用清單明細檔	96	100	APPL_BEG_DATE	申報期間-起	C	8	122	129	YYYYMMDD
DD	住院醫療費用清單明細檔	96	100	APPL_END_DATE	申報期間-迄	C	8	130	137	YYYYMMDD
DD	住院醫療費用清單明細檔	96	100	E_BED_DAY	急性病床天數	N	3	138	140	病人住急性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	96	100	S_BED_DAY	慢性病床天數	N	3	141	143	病人住慢性病床之總計天數，以入院之日起計，出院之日不計。
DD	住院醫療費用清單明細檔	96	100	PRSN_ID	主治醫師代碼	C	32	144	175	被保險人入院後病房主治醫師之身分證號或外籍居留證號，如住院中有前後兩位主治醫師時，以出院時之主治醫師填寫。
DD	住院醫療費用清單明細檔	96	100	DRG_CODE	DRG參考碼	C	5	176	180	詳情請自健保署之醫事機構專區網頁查詢(http：//www.nhi.gov.tw/)若案件分類為「2」者，本欄不得空白。
DD	住院醫療費用清單明細檔	96	100	EXT_CODE_1	外因分類一	C	5	181	185	汽機車交通事故為「Y」時，本欄不得空白ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	96	100	EXT_CODE_2	外因分類二	C	5	186	190	ICD-9-CM之E碼
DD	住院醫療費用清單明細檔	96	100	TRAN_CODE	轉歸代碼	C	1	191	191	1：治療出院2：繼續住院3：改門診治療4：死亡5：自動出院6：轉院7：身份變更8：潛逃9：自殺0：其他A：病危自動出院
DD	住院醫療費用清單明細檔	96	100	ICD9CM_CODE	主診斷代碼	C	5	192	196	ICD-9-CM之代碼以1992年版為準(94年12月止)，自95年1月起(費用年月)以2001年版為準。
DD	住院醫療費用清單明細檔	96	100	ICD9CM_CODE_1	次診斷代碼一	C	5	197	201	ICD-9-CM之手術
DD	住院醫療費用清單明細檔	96	100	ICD9CM_CODE_2	次診斷代碼二	C	5	202	206	ICD-9-CM之手術
DD	住院醫療費用清單明細檔	96	100	ICD9CM_CODE_3	次診斷代碼三	C	5	207	211	ICD-9-CM之手術
DD	住院醫療費用清單明細檔	96	100	ICD9CM_CODE_4	次診斷代碼四	C	5	212	216	ICD-9-CM之手術
DD	住院醫療費用清單明細檔	96	100	ICD_OP_CODE	主手術(處置)	C	4	217	220	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	96	100	ICD_OP_CODE_1	主手術(處置)一	C	4	221	224	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	96	100	ICD_OP_CODE_2	主手術(處置)二	C	4	225	228	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	96	100	ICD_OP_CODE_3	主手術(處置)三	C	4	229	232	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	96	100	ICD_OP_CODE_4	主手術(處置)四	C	4	233	236	ICD-9-CM之手術代碼
DD	住院醫療費用清單明細檔	96	100	DIAG_AMT	診察費	N	7	237	243	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	ROOM_AMT	病房費	N	7	244	250	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	MEAL_AMT	管灌膳食費	N	7	251	257	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	AMIN_AMT	檢查費	N	7	258	264	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	RADO_AMT	放射線診療費	N	7	265	271	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	THRP_AMT	治療處置費	N	7	272	278	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	SGRY_AMT	手術費	N	7	279	285	右靠不足補0
DD	住院醫療費用清單明細檔	96	100	PHSC_AMT	復健治療費	N	7	286	292	右靠不足補0
